ID	Gene Name	Species	BBID	BIOCARTA	COG_ONTOLOGY	GOTERM_BP_DIRECT	GOTERM_CC_DIRECT	GOTERM_MF_DIRECT	INTERPRO	KEGG_PATHWAY	OMIM_DISEASE	PIR_SUPERFAMILY	SMART	UP_KEYWORDS	UP_SEQ_FEATURE
220925_at, 219362_at	N(alpha)-acetyltransferase 35, NatC auxiliary subunit(NAA35)	Homo sapiens				GO:0006474~N-terminal protein amino acid acetylation,GO:0043066~negative regulation of apoptotic process,GO:0048659~smooth muscle cell proliferation,	GO:0005737~cytoplasm,GO:0005844~polysome,GO:0031417~NatC complex,	GO:0004596~peptide alpha-N-acetyltransferase activity,GO:0005515~protein binding,GO:0016740~transferase activity,	IPR007244:NatC N(alpha)-terminal acetyltransferase, Mak10 subunit,					Alternative splicing,Complete proteome,Cytoplasm,Phosphoprotein,Reference proteome,Transferase,	chain:Protein MAK10 homolog,sequence conflict,
222369_at, 218734_at	N(alpha)-acetyltransferase 40, NatD catalytic subunit(NAA40)	Homo sapiens				GO:0006629~lipid metabolic process,		GO:0008080~N-acetyltransferase activity,	IPR000182:GNAT domain,IPR016181:Acyl-CoA N-acyltransferase,					3D-structure,Acyltransferase,Alternative splicing,Complete proteome,Lipoprotein,Myristate,Proteomics identification,Reference proteome,Transferase,	chain:N-acetyltransferase 11,domain:N-acetyltransferase,lipid moiety-binding region:N-myristoyl glycine,sequence conflict,splice variant,
217745_s_at	N(alpha)-acetyltransferase 50, NatE catalytic subunit(NAA50)	Homo sapiens				GO:0006474~N-terminal protein amino acid acetylation,GO:0043967~histone H4 acetylation,GO:0071962~mitotic sister chromatid cohesion, centromeric,	GO:0005737~cytoplasm,GO:0031415~NatA complex,GO:0070062~extracellular exosome,	GO:0004596~peptide alpha-N-acetyltransferase activity,GO:0005515~protein binding,GO:0008080~N-acetyltransferase activity,GO:0010485~H4 histone acetyltransferase activity,GO:0052858~peptidyl-lysine N-acetyltransferase activity, acting on acetyl phosphate as donor,	IPR000182:GNAT domain,IPR016181:Acyl-CoA N-acyltransferase,					3D-structure,Acetylation,Acyltransferase,Alternative splicing,Complete proteome,Cytoplasm,Phosphoprotein,Proteomics identification,Reference proteome,Transferase,	chain:N-acetyltransferase 13,domain:N-acetyltransferase,helix,modified residue,region of interest:Coenzyme A binding,splice variant,strand,turn,
218661_at, 45526_g_at	N(alpha)-acetyltransferase 60, NatF catalytic subunit(NAA60)	Homo sapiens				GO:0006334~nucleosome assembly,GO:0007059~chromosome segregation,GO:0008283~cell proliferation,GO:0017196~N-terminal peptidyl-methionine acetylation,GO:0043967~histone H4 acetylation,	GO:0000139~Golgi membrane,	GO:0004596~peptide alpha-N-acetyltransferase activity,GO:0008080~N-acetyltransferase activity,GO:0010485~H4 histone acetyltransferase activity,	IPR000182:GNAT domain,IPR016181:Acyl-CoA N-acyltransferase,					3D-structure,Acetylation,Acyltransferase,Alternative promoter usage,Alternative splicing,Chromatin regulator,Chromosome partition,Complete proteome,Golgi apparatus,Membrane,Polymorphism,Proteomics identification,Reference proteome,Transferase,	chain:N-acetyltransferase 15,domain:N-acetyltransferase,sequence conflict,sequence variant,
220311_at	N-6 adenine-specific DNA methyltransferase 1 (putative)(N6AMT1)	Homo sapiens				GO:0006415~translational termination,GO:0006479~protein methylation,GO:0030307~positive regulation of cell growth,GO:0032259~methylation,	GO:0005829~cytosol,GO:0043234~protein complex,	GO:0003676~nucleic acid binding,GO:0005515~protein binding,GO:0008276~protein methyltransferase activity,	IPR002052:DNA methylase, N-6 adenine-specific, conserved site,IPR004557:Eukaryotic/archaeal PrmC-related,IPR007848:Methyltransferase small domain,					Alternative splicing,Complete proteome,Methyltransferase,Polymorphism,Proteomics identification,Reference proteome,S-adenosyl-L-methionine,Transferase,	chain:N(6)-adenine-specific DNA methyltransferase 1,sequence variant,
215880_at, 204360_s_at	N-acetyl-alpha-glucosaminidase(NAGLU)	Homo sapiens				GO:0006027~glycosaminoglycan catabolic process,GO:0007040~lysosome organization,GO:0007399~nervous system development,GO:0021680~cerebellar Purkinje cell layer development,GO:0042474~middle ear morphogenesis,GO:0045475~locomotor rhythm,GO:0046548~retinal rod cell development,GO:0060119~inner ear receptor cell development,	GO:0005764~lysosome,GO:0043202~lysosomal lumen,GO:0070062~extracellular exosome,	GO:0004561~alpha-N-acetylglucosaminidase activity,	IPR007781:Alpha-N-acetylglucosaminidase,IPR017853:Glycoside hydrolase, superfamily,IPR024240:Alpha-N-acetylglucosaminidase, N-terminal,IPR024732:Alpha-N-acetylglucosaminidase, C-terminal,IPR024733:Alpha-N-acetylglucosaminidase, tim-barrel domain,	hsa00531:Glycosaminoglycan degradation,hsa01100:Metabolic pathways,hsa04142:Lysosome,	252920~Mucopolysaccharidosis type IIIB (Sanfilippo B),616491~Charcot-Marie-Tooth disease, axonal, type 2V,			3D-structure,Charcot-Marie-Tooth disease,Complete proteome,Direct protein sequencing,Disease mutation,Glycoprotein,Glycosidase,Hydrolase,Lysosome,Mucopolysaccharidosis,Neurodegeneration,Neuropathy,Polymorphism,Proteomics identification,Reference proteome,Signal,	chain:Alpha-N-acetylglucosaminidase 77 kDa form,chain:Alpha-N-acetylglucosaminidase 82 kDa form,compositionally biased region:Poly-Ala,compositionally biased region:Poly-Gly,glycosylation site:N-linked (GlcNAc...),sequence conflict,sequence variant,signal peptide,
222161_at	N-acetylated alpha-linked acidic dipeptidase 2(NAALAD2)	Homo sapiens				GO:0006508~proteolysis,GO:0008652~cellular amino acid biosynthetic process,GO:0042135~neurotransmitter catabolic process,	GO:0005886~plasma membrane,GO:0016021~integral component of membrane,	GO:0004180~carboxypeptidase activity,GO:0008236~serine-type peptidase activity,GO:0008237~metallopeptidase activity,GO:0008239~dipeptidyl-peptidase activity,GO:0016805~dipeptidase activity,GO:0046872~metal ion binding,GO:0050129~N-formylglutamate deformylase activity,	IPR003137:Protease-associated domain, PA,IPR007365:Transferrin receptor-like, dimerisation domain,IPR007484:Peptidase M28,					3D-structure,Alternative splicing,Calcium,Carboxypeptidase,Cell membrane,Complete proteome,Dipeptidase,Glycoprotein,Hydrolase,Membrane,Metal-binding,Metalloprotease,Multifunctional enzyme,Polymorphism,Protease,Proteomics identification,Reference proteome,Signal-anchor,Transmembrane,Transmembrane helix,Zinc,	active site:Charge relay system,active site:Nucleophile; for NAALADase activity,chain:N-acetylated-alpha-linked acidic dipeptidase 2,glycosylation site:N-linked (GlcNAc...),helix,metal ion-binding site:Zinc 1,metal ion-binding site:Zinc 2,region of interest:NAALADase,sequence variant,strand,topological domain:Cytoplasmic,topological domain:Extracellular,transmembrane region,turn,
207895_at	N-acetylated alpha-linked acidic dipeptidase like 1(NAALADL1)	Homo sapiens				GO:0006508~proteolysis,	GO:0016021~integral component of membrane,GO:0016324~apical plasma membrane,	GO:0004180~carboxypeptidase activity,GO:0008233~peptidase activity,GO:0008237~metallopeptidase activity,GO:0016805~dipeptidase activity,GO:0046872~metal ion binding,	IPR003137:Protease-associated domain, PA,IPR007365:Transferrin receptor-like, dimerisation domain,IPR007484:Peptidase M28,					3D-structure,Alternative splicing,Carboxypeptidase,Cell membrane,Complete proteome,Dipeptidase,Glycoprotein,Hydrolase,Membrane,Metal-binding,Metalloprotease,Multifunctional enzyme,Polymorphism,Protease,Proteomics identification,Reference proteome,Signal-anchor,Transmembrane,Transmembrane helix,Zinc,	active site:Charge relay system,active site:Nucleophile; for NAALADase activity,chain:N-acetylated-alpha-linked acidic dipeptidase-like protein,glycosylation site:N-linked (GlcNAc...),metal ion-binding site:Zinc 1,metal ion-binding site:Zinc 2,region of interest:NAALADase,sequence conflict,sequence variant,splice variant,topological domain:Cytoplasmic,topological domain:Extracellular,transmembrane region,
218231_at	N-acetylglucosamine kinase(NAGK)	Homo sapiens				GO:0006044~N-acetylglucosamine metabolic process,GO:0006048~UDP-N-acetylglucosamine biosynthetic process,GO:0006051~N-acetylmannosamine metabolic process,GO:0019262~N-acetylneuraminate catabolic process,GO:0046835~carbohydrate phosphorylation,	GO:0005829~cytosol,GO:0070062~extracellular exosome,	GO:0005515~protein binding,GO:0005524~ATP binding,GO:0009384~N-acylmannosamine kinase activity,GO:0045127~N-acetylglucosamine kinase activity,	IPR002731:ATPase, BadF/BadG/BcrA/BcrD type,	hsa00520:Amino sugar and nucleotide sugar metabolism,				3D-structure,Acetylation,Alternative splicing,ATP-binding,Complete proteome,Direct protein sequencing,Kinase,Nucleotide-binding,Phosphoprotein,Polymorphism,Proteomics identification,Reference proteome,Transferase,	binding site:ATP,binding site:Substrate,chain:N-acetyl-D-glucosamine kinase,helix,modified residue,nucleotide phosphate-binding region:ATP,region of interest:Substrate binding,sequence conflict,sequence variant,strand,turn,
212959_s_at, 220398_at	N-acetylglucosamine-1-phosphate transferase alpha and beta subunits(GNPTAB)	Homo sapiens				GO:0007040~lysosome organization,GO:0016256~N-glycan processing to lysosome,GO:0033299~secretion of lysosomal enzymes,GO:0046835~carbohydrate phosphorylation,	GO:0000139~Golgi membrane,GO:0005794~Golgi apparatus,GO:0016021~integral component of membrane,	GO:0003976~UDP-N-acetylglucosamine-lysosomal-enzyme N-acetylglucosaminephosphotransferase activity,GO:0005509~calcium ion binding,GO:0005515~protein binding,	IPR000800:Notch domain,IPR002048:EF-hand domain,IPR010506:DMAP1-binding,IPR018247:EF-Hand 1, calcium-binding site,IPR021520:Protein of unknown function DUF3184,	hsa04142:Lysosome,	252500~Mucolipidosis II alpha/beta,252600~Mucolipidosis III alpha/beta,		SM00004:NL,SM01137:SM01137,	3D-structure,Alternative splicing,Calcium,Complete proteome,Disease mutation,Disulfide bond,Glycoprotein,Golgi apparatus,Membrane,Metal-binding,Mucolipidosis,Polymorphism,Proteomics identification,Reference proteome,Repeat,Signal-anchor,Transferase,Transmembrane,Transmembrane helix,	chain:N-acetylglucosamine-1-phosphotransferase subunit alpha,chain:N-acetylglucosamine-1-phosphotransferase subunit beta,compositionally biased region:Gly-rich,disulfide bond,domain:EF-hand,glycosylation site:N-linked (GlcNAc...),metal ion-binding site:Calcium,repeat:LNR 1,repeat:LNR 2,sequence conflict,sequence variant,splice variant,transmembrane region,
205090_s_at	N-acetylglucosamine-1-phosphodiester alpha-N-acetylglucosaminidase(NAGPA)	Homo sapiens				GO:0005975~carbohydrate metabolic process,GO:0006464~cellular protein modification process,GO:0006486~protein glycosylation,GO:0006622~protein targeting to lysosome,GO:0007040~lysosome organization,GO:0033299~secretion of lysosomal enzymes,	GO:0005887~integral component of plasma membrane,GO:0016021~integral component of membrane,GO:0032580~Golgi cisterna membrane,	GO:0003944~N-acetylglucosamine-1-phosphodiester alpha-N-acetylglucosaminidase activity,GO:0005515~protein binding,	IPR000742:Epidermal growth factor-like domain,IPR013032:EGF-like, conserved site,IPR018711:Domain of unknown function DUF2233,	hsa04142:Lysosome,				Alternative splicing,Complete proteome,Direct protein sequencing,Disulfide bond,EGF-like domain,Glycoprotein,Golgi apparatus,Hydrolase,Membrane,Polymorphism,Proteomics identification,Reference proteome,Signal,Transmembrane,Transmembrane helix,Zymogen,	chain:N-acetylglucosamine-1-phosphodiester alpha-N-acetylglucosaminidase,disulfide bond,domain:EGF-like,glycosylation site:N-linked (GlcNAc...),sequence conflict,sequence variant,short sequence motif:NPF internalization motif,short sequence motif:Tyrosine-based internalization motif,signal peptide,splice variant,topological domain:Cytoplasmic,topological domain:Lumenal,transmembrane region,
221210_s_at	N-acetylneuraminate pyruvate lyase(NPL)	Homo sapiens			Amino acid transport and metabolism / Cell envelope biogenesis, outer membrane,	GO:0005975~carbohydrate metabolic process,GO:0008152~metabolic process,GO:0019262~N-acetylneuraminate catabolic process,	GO:0005829~cytosol,	GO:0005515~protein binding,GO:0008747~N-acetylneuraminate lyase activity,GO:0016829~lyase activity,GO:0042802~identical protein binding,	IPR002220:Dihydrodipicolinate synthetase-like,IPR005264:N-acetylneuraminate lyase,IPR013785:Aldolase-type TIM barrel,	hsa00520:Amino sugar and nucleotide sugar metabolism,		PIRSF001365:dihydrodipicolinate synthase,	SM01130:SM01130,	Alternative splicing,Carbohydrate metabolism,Complete proteome,Cytoplasm,Lyase,Proteomics identification,Reference proteome,Schiff base,	active site:Schiff-base intermediate with substrate,chain:N-acetylneuraminate lyase,region of interest:Substrate binding,sequence conflict,site:Involved in proton transfer during cleavage,splice variant,
218189_s_at	N-acetylneuraminate synthase(NANS)	Homo sapiens				GO:0009103~lipopolysaccharide biosynthetic process,GO:0016051~carbohydrate biosynthetic process,	GO:0005737~cytoplasm,GO:0005829~cytosol,GO:0070062~extracellular exosome,	GO:0003824~catalytic activity,GO:0008781~N-acylneuraminate cytidylyltransferase activity,GO:0047444~N-acylneuraminate-9-phosphate synthase activity,GO:0050462~N-acetylneuraminate synthase activity,	IPR006013:Antifreeze, type III,IPR006190:Antifreeze-like/N-acetylneuraminic acid synthase C-terminal,IPR013132:N-acetylneuraminic acid synthase, N-terminal,IPR013785:Aldolase-type TIM barrel,IPR013974:SAF domain,	hsa00520:Amino sugar and nucleotide sugar metabolism,hsa01100:Metabolic pathways,			SM00858:SM00858,	3D-structure,Acetylation,Complete proteome,Direct protein sequencing,Disease mutation,Dwarfism,Mental retardation,Polymorphism,Proteomics identification,Reference proteome,Transferase,	chain:Sialic acid synthase,domain:AFP-like,helix,modified residue,sequence conflict,sequence variant,site:Not acetylated,strand,
214440_at	N-acetyltransferase 1(NAT1)	Homo sapiens				GO:0006805~xenobiotic metabolic process,GO:0008152~metabolic process,	GO:0005829~cytosol,	GO:0004060~arylamine N-acetyltransferase activity,GO:0016407~acetyltransferase activity,	IPR001447:Arylamine N-acetyltransferase,	hsa00232:Caffeine metabolism,hsa00983:Drug metabolism - other enzymes,hsa01100:Metabolic pathways,hsa05204:Chemical carcinogenesis,				3D-structure,Acetylation,Acyltransferase,Complete proteome,Cytoplasm,Polymorphism,Proteomics identification,Reference proteome,Transferase,	active site:Acyl-thioester intermediate,binding site:Coenzyme A,binding site:Coenzyme A; via amide nitrogen,chain:Arylamine N-acetyltransferase 1,helix,mutagenesis site,region of interest:Substrate binding,sequence variant,strand,turn,
217884_at	N-acetyltransferase 10(NAT10)	Homo sapiens			General function prediction only,	GO:0000154~rRNA modification,GO:0032211~negative regulation of telomere maintenance via telomerase,GO:0042274~ribosomal small subunit biogenesis,GO:0051391~tRNA acetylation,	GO:0000784~nuclear chromosome, telomeric region,GO:0005634~nucleus,GO:0005654~nucleoplasm,GO:0005697~telomerase holoenzyme complex,GO:0005730~nucleolus,GO:0016020~membrane,	GO:0005515~protein binding,GO:0005524~ATP binding,GO:0008080~N-acetyltransferase activity,GO:0044822~poly(A) RNA binding,	IPR000182:GNAT domain,IPR007807:Helicase domain,IPR013562:Domain of unknown function DUF1726,IPR016181:Acyl-CoA N-acyltransferase,	hsa03008:Ribosome biogenesis in eukaryotes,				Acetylation,Acyltransferase,Alternative splicing,ATP-binding,Complete proteome,Nucleotide-binding,Nucleus,Phosphoprotein,Polymorphism,Proteomics identification,Reference proteome,rRNA processing,Transferase,tRNA processing,	chain:N-acetyltransferase 10,compositionally biased region:Lys-rich,domain:N-acetyltransferase,modified residue,nucleotide phosphate-binding region:ATP,region of interest:Required for localization to the nucleolus and midbody,sequence conflict,sequence variant,
206797_at	N-acetyltransferase 2(NAT2)	Homo sapiens				GO:0006805~xenobiotic metabolic process,GO:0008152~metabolic process,GO:0015807~L-amino acid transport,GO:1902475~L-alpha-amino acid transmembrane transport,	GO:0005829~cytosol,GO:0005886~plasma membrane,GO:0016021~integral component of membrane,	GO:0004060~arylamine N-acetyltransferase activity,GO:0005515~protein binding,GO:0015179~L-amino acid transmembrane transporter activity,GO:0016407~acetyltransferase activity,	IPR001447:Arylamine N-acetyltransferase,	hsa00232:Caffeine metabolism,hsa00983:Drug metabolism - other enzymes,hsa01100:Metabolic pathways,hsa05204:Chemical carcinogenesis,	243400~Acetylation, slow,			3D-structure,Acyltransferase,Complete proteome,Cytoplasm,Direct protein sequencing,Membrane,Polymorphism,Proteomics identification,Reference proteome,Transferase,Transmembrane,Transmembrane helix,	active site:Acyl-thioester intermediate,binding site:Coenzyme A,binding site:Coenzyme A; via amide nitrogen,chain:Arylamine N-acetyltransferase 2,helix,modified residue,region of interest:Substrate binding,sequence conflict,sequence variant,strand,
210874_s_at	N-acetyltransferase 6(NAT6)	Homo sapiens					GO:0005737~cytoplasm,	GO:0008080~N-acetyltransferase activity,	IPR000182:GNAT domain,IPR016181:Acyl-CoA N-acyltransferase,					Acyltransferase,Alternative splicing,Complete proteome,Cytoplasm,Polymorphism,Proteomics identification,Reference proteome,Transferase,Tumor suppressor,	chain:N-acetyltransferase 6,domain:N-acetyltransferase,sequence variant,splice variant,
206963_s_at, 210289_at, 206964_at	N-acetyltransferase 8B (putative, gene/pseudogene)(NAT8B)	Homo sapiens				GO:0001702~gastrulation with mouth forming second,GO:0010628~positive regulation of gene expression,GO:0018003~peptidyl-lysine N6-acetylation,GO:0043066~negative regulation of apoptotic process,GO:0044267~cellular protein metabolic process,GO:0050435~beta-amyloid metabolic process,	GO:0005789~endoplasmic reticulum membrane,GO:0005793~endoplasmic reticulum-Golgi intermediate compartment,GO:0016021~integral component of membrane,GO:0033116~endoplasmic reticulum-Golgi intermediate compartment membrane,	GO:0004468~lysine N-acetyltransferase activity, acting on acetyl phosphate as donor,GO:0005515~protein binding,GO:0008080~N-acetyltransferase activity,	IPR000182:GNAT domain,IPR016181:Acyl-CoA N-acyltransferase,					Acyltransferase,Complete proteome,Endoplasmic reticulum,Membrane,Reference proteome,Signal-anchor,Transferase,Transmembrane,Transmembrane helix,	chain:Probable N-acetyltransferase 8,chain:Probable N-acetyltransferase 8B,domain:N-acetyltransferase,sequence conflict,sequence variant,transmembrane region,
204382_at	N-acetyltransferase 9 (putative)(NAT9)	Homo sapiens			Translation, ribosomal structure and biogenesis,	GO:0006474~N-terminal protein amino acid acetylation,	GO:0043234~protein complex,	GO:0005515~protein binding,GO:0008080~N-acetyltransferase activity,	IPR000182:GNAT domain,IPR016181:Acyl-CoA N-acyltransferase,					Acyltransferase,Alternative splicing,Complete proteome,Polymorphism,Proteomics identification,Reference proteome,Transferase,	chain:N-acetyltransferase 9,domain:N-acetyltransferase,sequence conflict,sequence variant,splice variant,
215178_x_at, 214765_s_at	N-acylethanolamine acid amidase(NAAA)	Homo sapiens				GO:0006629~lipid metabolic process,GO:0007269~neurotransmitter secretion,	GO:0005737~cytoplasm,GO:0043202~lysosomal lumen,GO:0070062~extracellular exosome,GO:0098793~presynapse,	GO:0008134~transcription factor binding,GO:0016810~hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds,	IPR016699:Acid ceramidase-like,			PIRSF017632:acid ceramidase,		Alternative splicing,Autocatalytic cleavage,Complete proteome,Direct protein sequencing,Glycoprotein,Hydrolase,Lysosome,Polymorphism,Proteomics identification,Reference proteome,Signal,Zymogen,	chain:N-acylethanolamine-hydrolyzing acid amidase,glycosylation site:N-linked (GlcNAc...),sequence conflict,sequence variant,signal peptide,splice variant,
210979_at, 213902_at, 213702_x_at, 210980_s_at	N-acylsphingosine amidohydrolase 1(ASAH1)	Homo sapiens		h_edg1Pathway:Phospholipids as signalling intermediaries,		GO:0006629~lipid metabolic process,GO:0006672~ceramide metabolic process,GO:0006687~glycosphingolipid metabolic process,	GO:0005615~extracellular space,GO:0005764~lysosome,GO:0043202~lysosomal lumen,GO:0070062~extracellular exosome,	GO:0003824~catalytic activity,GO:0016787~hydrolase activity,GO:0016811~hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in linear amides,GO:0017040~ceramidase activity,	IPR003199:Choloylglycine hydrolase,IPR016699:Acid ceramidase-like,	hsa00600:Sphingolipid metabolism,hsa01100:Metabolic pathways,hsa04071:Sphingolipid signaling pathway,hsa04142:Lysosome,	159950~Spinal muscular atrophy with progressive myoclonic epilepsy,228000~Farber lipogranulomatosis,	PIRSF017632:acid ceramidase,		Alternative splicing,Complete proteome,Direct protein sequencing,Disease mutation,Epilepsy,Glycoprotein,Hydrolase,Lysosome,Membrane,Neurodegeneration,Polymorphism,Proteomics identification,Reference proteome,Signal,Transmembrane,Transmembrane helix,	chain:Acid ceramidase subunit alpha,chain:Acid ceramidase subunit beta,glycosylation site:N-linked (GlcNAc...),sequence conflict,sequence variant,signal peptide,splice variant,
202607_at, 202608_s_at	N-deacetylase and N-sulfotransferase 1(NDST1)	Homo sapiens				GO:0000165~MAPK cascade,GO:0000271~polysaccharide biosynthetic process,GO:0003279~cardiac septum development,GO:0006024~glycosaminoglycan biosynthetic process,GO:0006477~protein sulfation,GO:0006954~inflammatory response,GO:0007224~smoothened signaling pathway,GO:0007585~respiratory gaseous exchange,GO:0008543~fibroblast growth factor receptor signaling pathway,GO:0015012~heparan sulfate proteoglycan biosynthetic process,GO:0030210~heparin biosynthetic process,GO:0030900~forebrain development,GO:0030901~midbrain development,GO:0035904~aorta development,GO:0048702~embryonic neurocranium morphogenesis,GO:0048703~embryonic viscerocranium morphogenesis,GO:0060976~coronary vasculature development,	GO:0000139~Golgi membrane,GO:0016021~integral component of membrane,	GO:0005515~protein binding,GO:0015016~[heparan sulfate]-glucosamine N-sulfotransferase activity,GO:0016787~hydrolase activity,GO:0050119~N-acetylglucosamine deacetylase activity,	IPR000863:Sulfotransferase domain,IPR021930:Heparan sulphate-N-deacetylase,IPR027417:P-loop containing nucleoside triphosphate hydrolase,	hsa00534:Glycosaminoglycan biosynthesis - heparan sulfate / heparin,hsa01100:Metabolic pathways,	616116~Mental retardation, autosomal recessive 46,			3D-structure,Alternative splicing,Complete proteome,Disease mutation,Disulfide bond,Glycoprotein,Golgi apparatus,Hydrolase,Inflammatory response,Membrane,Mental retardation,Multifunctional enzyme,Proteomics identification,Reference proteome,Signal-anchor,Transferase,Transmembrane,Transmembrane helix,	active site:For sulfotransferase activity,binding site:PAPS,chain:Bifunctional heparan sulfate N- deacetylase/N-sulfotransferase 1,disulfide bond,glycosylation site:N-linked (GlcNAc...),helix,mutagenesis site,nucleotide phosphate-binding region:PAPS,region of interest:Heparan sulfate N-deacetylase 1,region of interest:Heparan sulfate N-sulfotransferase 1,sequence conflict,splice variant,strand,topological domain:Cytoplasmic,topological domain:Lumenal,transmembrane region,turn,
203916_at	N-deacetylase and N-sulfotransferase 2(NDST2)	Homo sapiens				GO:0002002~regulation of angiotensin levels in blood,GO:0006024~glycosaminoglycan biosynthetic process,GO:0015012~heparan sulfate proteoglycan biosynthetic process,GO:0030210~heparin biosynthetic process,	GO:0000139~Golgi membrane,GO:0016021~integral component of membrane,	GO:0008146~sulfotransferase activity,GO:0015016~[heparan sulfate]-glucosamine N-sulfotransferase activity,GO:0016787~hydrolase activity,GO:0050119~N-acetylglucosamine deacetylase activity,	IPR000863:Sulfotransferase domain,IPR021930:Heparan sulphate-N-deacetylase,IPR027417:P-loop containing nucleoside triphosphate hydrolase,	hsa00534:Glycosaminoglycan biosynthesis - heparan sulfate / heparin,hsa01100:Metabolic pathways,				Alternative splicing,Complete proteome,Disulfide bond,Glycoprotein,Golgi apparatus,Hydrolase,Membrane,Multifunctional enzyme,Proteomics identification,Reference proteome,Signal-anchor,Transferase,Transmembrane,Transmembrane helix,	active site:For sulfotransferase activity,binding site:PAPS,chain:Bifunctional heparan sulfate N- deacetylase/N-sulfotransferase 2,disulfide bond,glycosylation site:N-linked (GlcNAc...),nucleotide phosphate-binding region:PAPS,region of interest:Heparan sulfate N-deacetylase 2,region of interest:Heparan sulfate N-sulfotransferase 2,splice variant,topological domain:Cytoplasmic,topological domain:Lumenal,transmembrane region,
220429_at	N-deacetylase and N-sulfotransferase 3(NDST3)	Homo sapiens				GO:0015012~heparan sulfate proteoglycan biosynthetic process,GO:0030210~heparin biosynthetic process,	GO:0000139~Golgi membrane,GO:0016021~integral component of membrane,	GO:0015016~[heparan sulfate]-glucosamine N-sulfotransferase activity,GO:0016787~hydrolase activity,	IPR000863:Sulfotransferase domain,IPR021930:Heparan sulphate-N-deacetylase,IPR027417:P-loop containing nucleoside triphosphate hydrolase,	hsa00534:Glycosaminoglycan biosynthesis - heparan sulfate / heparin,hsa01100:Metabolic pathways,				Alternative splicing,Complete proteome,Disulfide bond,Glycoprotein,Golgi apparatus,Hydrolase,Membrane,Multifunctional enzyme,Polymorphism,Reference proteome,Signal-anchor,Transferase,Transmembrane,Transmembrane helix,	active site:For sulfotransferase activity,binding site:PAPS,chain:Bifunctional heparan sulfate N- deacetylase/N-sulfotransferase 3,disulfide bond,glycosylation site:N-linked (GlcNAc...),nucleotide phosphate-binding region:PAPS,region of interest:Heparan sulfate N-deacetylase 3,region of interest:Heparan sulfate N-sulfotransferase 3,sequence conflict,sequence variant,splice variant,topological domain:Cytoplasmic,topological domain:Lumenal,transmembrane region,
208334_at	N-deacetylase and N-sulfotransferase 4(NDST4)	Homo sapiens				GO:0015012~heparan sulfate proteoglycan biosynthetic process,GO:0030210~heparin biosynthetic process,	GO:0000139~Golgi membrane,GO:0016021~integral component of membrane,	GO:0015016~[heparan sulfate]-glucosamine N-sulfotransferase activity,GO:0016787~hydrolase activity,GO:0019213~deacetylase activity,	IPR000863:Sulfotransferase domain,IPR021930:Heparan sulphate-N-deacetylase,IPR027417:P-loop containing nucleoside triphosphate hydrolase,	hsa00534:Glycosaminoglycan biosynthesis - heparan sulfate / heparin,hsa01100:Metabolic pathways,				Alternative splicing,Complete proteome,Disulfide bond,Glycoprotein,Golgi apparatus,Hydrolase,Membrane,Multifunctional enzyme,Polymorphism,Reference proteome,Signal-anchor,Transferase,Transmembrane,Transmembrane helix,	active site:For sulfotransferase activity,binding site:PAPS,chain:Bifunctional heparan sulfate N- deacetylase/N-sulfotransferase 4,disulfide bond,glycosylation site:N-linked (GlcNAc...),nucleotide phosphate-binding region:PAPS,region of interest:Heparan sulfate N-deacetylase 4,region of interest:Heparan sulfate N-sulfotransferase 4,sequence variant,topological domain:Cytoplasmic,topological domain:Lumenal,transmembrane region,
